0.00000,23.56800,23.47600,23.38300,23.40400
2.00000,23.56700,23.47100,23.38000,23.38700
4.00000,23.57300,23.46700,23.37800,23.38700
6.00000,23.57400,23.47700,23.38600,23.39700
8.00000,23.57100,23.47100,23.37700,23.40100
10.00000,23.57700,23.48400,23.37900,23.40600
12.00000,23.57500,23.47600,23.37200,23.39600
14.00000,23.57000,23.48000,23.38000,23.40300
16.00000,23.58200,23.47900,23.38300,23.40700
18.00000,23.56800,23.46500,23.37200,23.39100
20.00000,23.57600,23.47900,23.38200,23.39900
22.00000,23.57200,23.47900,23.37700,23.39500
24.00000,23.56600,23.48300,23.38500,23.40100
26.00000,23.56700,23.48000,23.38300,23.41000
28.00000,23.57500,23.47900,23.38200,23.38900
30.00000,23.56800,23.46800,23.36400,23.38700
32.00000,23.57300,23.46900,23.38000,23.39800
34.00000,23.57700,23.47500,23.37000,23.39900
36.00000,23.57400,23.48700,23.37500,23.39800
38.00000,23.56900,23.46700,23.37500,23.38700
40.00000,23.57700,23.47100,23.37700,23.38800
42.00000,23.56800,23.46600,23.37300,23.38700
44.00000,23.57100,23.46800,23.37800,23.39100
46.00000,23.55900,23.45900,23.35800,23.38000
48.00000,23.56300,23.47400,23.37100,23.38900
50.00000,23.55200,23.47000,23.36900,23.39000
52.00000,23.56300,23.47400,23.36400,23.39600
54.00000,23.57200,23.47600,23.37900,23.39500
56.00000,23.56300,23.46600,23.36900,23.39100
58.00000,23.55900,23.46800,23.36300,23.38300
60.00000,23.57200,23.47400,23.38400,23.38100
62.00000,23.57500,23.47400,23.37500,23.39500
64.00000,23.56400,23.48600,23.37400,23.40000
66.00000,23.56500,23.47000,23.37400,23.39300
68.00000,23.56800,23.46100,23.38500,23.38600
70.00000,23.56900,23.47500,23.37900,23.39700
72.00000,23.56500,23.47500,23.37000,23.39400
74.00000,23.57700,23.48000,23.38600,23.40200
76.00000,23.56200,23.47200,23.37800,23.39700
78.00000,23.56700,23.47100,23.37500,23.39900
80.00000,23.56400,23.48000,23.38400,23.40800
82.00000,23.55700,23.46600,23.37200,23.39000
84.00000,23.57400,23.46900,23.37900,23.40300
86.00000,23.56800,23.48100,23.37300,23.39700
88.00000,23.56400,23.47600,23.37200,23.38400
90.00000,23.57400,23.47800,23.38300,23.40800
92.00000,23.56500,23.47000,23.37700,23.39700
94.00000,23.56600,23.47900,23.38000,23.39700
96.00000,23.57200,23.46300,23.36900,23.39300
98.00000,23.55500,23.47800,23.36400,23.39000
100.00000,23.57500,23.48000,23.37800,23.39500
102.00000,23.57100,23.47700,23.37500,23.38800
104.00000,23.56400,23.46600,23.36900,23.39200
106.00000,23.56700,23.47300,23.38300,23.39800
108.00000,23.57900,23.47800,23.37500,23.40300
110.00000,23.56500,23.47100,23.37500,23.39400
112.00000,23.56500,23.46400,23.37700,23.39700
114.00000,23.56500,23.46500,23.37100,23.39000
116.00000,23.56700,23.47100,23.37800,23.39500
118.00000,23.56800,23.47200,23.37900,23.39900
120.00000,23.57600,23.48300,23.38100,23.40400
122.00000,23.56300,23.47200,23.36400,23.38500
124.00000,23.56000,23.46500,23.37400,23.39400
126.00000,23.55800,23.47200,23.38100,23.39200
128.00000,23.56800,23.47200,23.38700,23.40300
130.00000,23.56300,23.46900,23.37600,23.39000
132.00000,23.56600,23.46400,23.36900,23.39100
134.00000,23.56600,23.47000,23.37400,23.39500
136.00000,23.56000,23.47000,23.37500,23.40100
138.00000,23.55500,23.47000,23.37400,23.39800
140.00000,23.55600,23.45800,23.37400,23.39500
142.00000,23.55500,23.46100,23.37800,23.39900
144.00000,23.57300,23.47600,23.38700,23.39400
